date,product_name,day_of_week,season_encoded,previous_sales,quantity_sold
2025-09-21,White Butter,6,3,997,1067
2025-09-22,White Butter,0,3,1067,1092
2025-09-23,White Butter,1,3,1092,1064
2025-09-24,White Butter,2,3,1064,1067
2025-09-25,White Butter,3,3,1067,974
2025-09-26,White Butter,4,3,974,987
2025-09-27,White Butter,5,3,987,1082
2025-09-28,White Butter,6,3,1082,1110
2025-09-29,White Butter,0,3,1110,1040
2025-09-30,White Butter,1,3,1040,939
2025-10-01,White Butter,2,3,939,934
2025-10-02,White Butter,3,3,934,869
2025-10-03,White Butter,4,3,869,860
2025-10-04,White Butter,5,3,860,941
2025-10-05,White Butter,6,3,941,1004
2025-10-06,White Butter,0,3,1004,1042
2025-10-07,White Butter,1,3,1042,1074
2025-10-08,White Butter,2,3,1074,1025
2025-10-09,White Butter,3,3,1025,974
2025-10-10,White Butter,4,3,974,961
2025-10-11,White Butter,5,3,961,971
2025-10-12,White Butter,6,3,971,946
2025-10-13,White Butter,0,3,946,952
2025-10-14,White Butter,1,3,952,898
2025-10-15,White Butter,2,3,898,934
2025-10-16,White Butter,3,3,934,1012
2025-10-17,White Butter,4,3,1012,1109
2025-10-18,White Butter,5,3,1109,1165
2025-10-19,White Butter,6,3,1165,1155
2025-10-20,White Butter,0,3,1155,1049
2025-10-21,White Butter,1,3,1049,949
2025-10-22,White Butter,2,3,949,867
2025-10-23,White Butter,3,3,867,802
2025-10-24,White Butter,4,3,802,739
2025-10-25,White Butter,5,3,739,733
2025-10-26,White Butter,6,3,733,763
2025-10-27,White Butter,0,3,763,756
2025-10-28,White Butter,1,3,756,762
2025-10-29,White Butter,2,3,762,814
2025-10-30,White Butter,3,3,814,777
2025-10-31,White Butter,4,3,777,794
2025-11-01,White Butter,5,3,794,799
2025-11-02,White Butter,6,3,799,782
2025-11-03,White Butter,0,3,782,763
2025-11-04,White Butter,1,3,763,692
2025-11-05,White Butter,2,3,692,688
2025-11-06,White Butter,3,3,688,706
2025-11-07,White Butter,4,3,706,736
2025-11-08,White Butter,5,3,736,708
2025-11-09,White Butter,6,3,708,722
2025-11-10,White Butter,0,3,722,701
2025-11-11,White Butter,1,3,701,684
2025-11-12,White Butter,2,3,684,732
2025-11-13,White Butter,3,3,732,775
2025-11-14,White Butter,4,3,775,790
2025-11-15,White Butter,5,3,790,876
2025-11-16,White Butter,6,3,876,929
2025-11-17,White Butter,0,3,929,908
2025-11-18,White Butter,1,3,908,912
2025-11-19,White Butter,2,3,912,968
2025-11-20,White Butter,3,3,968,984
2025-11-21,White Butter,4,3,984,1041
2025-11-22,White Butter,5,3,1041,1089
2025-11-23,White Butter,6,3,1089,1143
2025-11-24,White Butter,0,3,1143,1094
2025-11-25,White Butter,1,3,1094,1181
2025-11-26,White Butter,2,3,1181,1297
2025-11-27,White Butter,3,3,1297,1367
2025-11-28,White Butter,4,3,1367,1422
2025-11-29,White Butter,5,3,1422,1361
2025-11-30,White Butter,6,3,1361,1373
2025-12-01,White Butter,0,0,1373,1413
2025-12-02,White Butter,1,0,1413,1295
2025-12-03,White Butter,2,0,1295,1238
2025-12-04,White Butter,3,0,1238,1306
2025-12-05,White Butter,4,0,1306,1239
2025-12-06,White Butter,5,0,1239,1347
2025-12-07,White Butter,6,0,1347,1482
2025-12-08,White Butter,0,0,1482,1483
2025-12-09,White Butter,1,0,1483,1566
2025-12-10,White Butter,2,0,1566,1636
2025-12-11,White Butter,3,0,1636,1607
2025-12-12,White Butter,4,0,1607,1690
2025-12-13,White Butter,5,0,1690,1777
2025-12-14,White Butter,6,0,1777,1737
2025-12-15,White Butter,0,0,1737,1898
2025-12-16,White Butter,1,0,1898,1966
2025-12-17,White Butter,2,0,1966,1799
2025-12-18,White Butter,3,0,1799,1896
2025-12-19,White Butter,4,0,1896,1764
2025-12-20,White Butter,5,0,1764,1769
2025-12-21,White Butter,6,0,1769,1762
2025-12-22,White Butter,0,0,1762,1665
2025-12-23,White Butter,1,0,1665,1534
2025-12-24,White Butter,2,0,1534,1451
2025-12-25,White Butter,3,0,1451,1474
2025-12-26,White Butter,4,0,1474,1529
2025-12-27,White Butter,5,0,1529,1679
2025-12-28,White Butter,6,0,1679,1557
2025-12-29,White Butter,0,0,1557,1516
2025-12-30,White Butter,1,0,1516,1609
2025-12-31,White Butter,2,0,1609,1703
2026-01-01,White Butter,3,0,1703,1794
2026-01-02,White Butter,4,0,1794,1864
2026-01-03,White Butter,5,0,1864,2064
2026-01-04,White Butter,6,0,2064,2221
2026-01-05,White Butter,0,0,2221,2161
2026-01-06,White Butter,1,0,2161,2294
2026-01-07,White Butter,2,0,2294,2193
2026-01-08,White Butter,3,0,2193,2277
2026-01-09,White Butter,4,0,2277,2378
2026-01-10,White Butter,5,0,2378,2247
2026-01-11,White Butter,6,0,2247,2476
2026-01-12,White Butter,0,0,2476,2494
2026-01-13,White Butter,1,0,2494,2454
2026-01-14,White Butter,2,0,2454,2392
2026-01-15,White Butter,3,0,2392,2507
2026-01-16,White Butter,4,0,2507,2366
2026-01-17,White Butter,5,0,2366,2504
2026-01-18,White Butter,6,0,2504,2495
2026-01-19,White Butter,0,0,2495,2709
2026-01-20,White Butter,1,0,2709,2882
2026-01-21,White Butter,2,0,2882,3138
2026-01-22,White Butter,3,0,3138,3057
2026-01-23,White Butter,4,0,3057,3078
2026-01-24,White Butter,5,0,3078,3412
2026-01-25,White Butter,6,0,3412,3152
2026-01-26,White Butter,0,0,3152,3055
2026-01-27,White Butter,1,0,3055,2979
2026-01-28,White Butter,2,0,2979,3016
2026-01-29,White Butter,3,0,3016,2973
2026-01-30,White Butter,4,0,2973,2935
2026-01-31,White Butter,5,0,2935,2956
2026-02-01,White Butter,6,0,2956,2838
2026-02-02,White Butter,0,0,2838,2689
2026-02-03,White Butter,1,0,2689,2664
2026-02-04,White Butter,2,0,2664,2496
2026-02-05,White Butter,3,0,2496,2593
2026-02-06,White Butter,4,0,2593,2366
2026-02-07,White Butter,5,0,2366,2555
2026-02-08,White Butter,6,0,2555,2822
2026-02-09,White Butter,0,0,2822,2931
2026-02-10,White Butter,1,0,2931,2716
2026-02-11,White Butter,2,0,2716,2988
2026-02-12,White Butter,3,0,2988,3247
2026-02-13,White Butter,4,0,3247,3311
2026-02-14,White Butter,5,0,3311,3075
2026-02-15,White Butter,6,0,3075,2991
2026-02-16,White Butter,0,0,2991,2963
2026-02-17,White Butter,1,0,2963,3134
2026-02-18,White Butter,2,0,3134,2917
2026-02-19,White Butter,3,0,2917,3109
2026-02-20,White Butter,4,0,3109,3202
2026-02-21,White Butter,5,0,3202,3069
2026-02-22,White Butter,6,0,3069,3343
2026-02-23,White Butter,0,0,3343,3222
2026-02-24,White Butter,1,0,3222,3223
2026-02-25,White Butter,2,0,3223,3436
2026-02-26,White Butter,3,0,3436,3213
2026-02-27,White Butter,4,0,3213,3313
2026-02-28,White Butter,5,0,3313,3670
2026-03-01,White Butter,6,1,3670,3770
2026-03-02,White Butter,0,1,3770,3978
2026-03-03,White Butter,1,1,3978,4193
2026-03-04,White Butter,2,1,4193,4281
2026-03-05,White Butter,3,1,4281,4253
2026-03-06,White Butter,4,1,4253,4329
2026-03-07,White Butter,5,1,4329,4098
2026-03-08,White Butter,6,1,4098,4407
2026-03-09,White Butter,0,1,4407,4328
2026-03-10,White Butter,1,1,4328,4367
2026-03-11,White Butter,2,1,4367,4352
2026-03-12,White Butter,3,1,4352,4358
2026-03-13,White Butter,4,1,4358,4324
2026-03-14,White Butter,5,1,4324,4596
2026-03-15,White Butter,6,1,4596,4155
2025-03-16,Garlic Butter,6,1,31,43
2025-03-17,Garlic Butter,0,1,43,40
2025-03-18,Garlic Butter,1,1,40,40
2025-03-19,Garlic Butter,2,1,40,37
2025-03-20,Garlic Butter,3,1,37,33
2025-03-21,Garlic Butter,4,1,33,35
2025-03-22,Garlic Butter,5,1,35,59
2025-03-23,Garlic Butter,6,1,59,88
2025-03-24,Garlic Butter,0,1,88,89
2025-03-25,Garlic Butter,1,1,89,90
2025-03-26,Garlic Butter,2,1,90,98
2025-03-27,Garlic Butter,3,1,98,92
2025-03-28,Garlic Butter,4,1,92,98
2025-03-29,Garlic Butter,5,1,98,117
2025-03-30,Garlic Butter,6,1,117,133
2025-03-31,Garlic Butter,0,1,133,124
2025-04-01,Garlic Butter,1,1,124,118
2025-04-02,Garlic Butter,2,1,118,118
2025-04-03,Garlic Butter,3,1,118,110
2025-04-04,Garlic Butter,4,1,110,99
2025-04-05,Garlic Butter,5,1,99,117
2025-04-06,Garlic Butter,6,1,117,135
2025-04-07,Garlic Butter,0,1,135,123
2025-04-08,Garlic Butter,1,1,123,128
2025-04-09,Garlic Butter,2,1,128,121
2025-04-10,Garlic Butter,3,1,121,111
2025-04-11,Garlic Butter,4,1,111,121
2025-04-12,Garlic Butter,5,1,121,150
2025-04-13,Garlic Butter,6,1,150,154
2025-04-14,Garlic Butter,0,1,154,158
2025-04-15,Garlic Butter,1,1,158,150
2025-04-16,Garlic Butter,2,1,150,161
2025-04-17,Garlic Butter,3,1,161,165
2025-04-18,Garlic Butter,4,1,165,172
2025-04-19,Garlic Butter,5,1,172,186
2025-04-20,Garlic Butter,6,1,186,209
2025-04-21,Garlic Butter,0,1,209,212
2025-04-22,Garlic Butter,1,1,212,197
2025-04-23,Garlic Butter,2,1,197,206
2025-04-24,Garlic Butter,3,1,206,203
2025-04-25,Garlic Butter,4,1,203,214
2025-04-26,Garlic Butter,5,1,214,255
2025-04-27,Garlic Butter,6,1,255,267
2025-04-28,Garlic Butter,0,1,267,283
2025-04-29,Garlic Butter,1,1,283,304
2025-04-30,Garlic Butter,2,1,304,283
2025-05-01,Garlic Butter,3,1,283,270
2025-05-02,Garlic Butter,4,1,270,272
2025-05-03,Garlic Butter,5,1,272,273
2025-05-04,Garlic Butter,6,1,273,323
2025-05-05,Garlic Butter,0,1,323,325
2025-05-06,Garlic Butter,1,1,325,306
2025-05-07,Garlic Butter,2,1,306,324
2025-05-08,Garlic Butter,3,1,324,329
2025-05-09,Garlic Butter,4,1,329,301
2025-05-10,Garlic Butter,5,1,301,321
2025-05-11,Garlic Butter,6,1,321,318
2025-05-12,Garlic Butter,0,1,318,304
2025-05-13,Garlic Butter,1,1,304,282
2025-05-14,Garlic Butter,2,1,282,262
2025-05-15,Garlic Butter,3,1,262,283
2025-05-16,Garlic Butter,4,1,283,270
2025-05-17,Garlic Butter,5,1,270,311
2025-05-18,Garlic Butter,6,1,311,296
2025-05-19,Garlic Butter,0,1,296,301
2025-05-20,Garlic Butter,1,1,301,283
2025-05-21,Garlic Butter,2,1,283,297
2025-05-22,Garlic Butter,3,1,297,272
2025-05-23,Garlic Butter,4,1,272,261
2025-05-24,Garlic Butter,5,1,261,287
2025-05-25,Garlic Butter,6,1,287,310
2025-05-26,Garlic Butter,0,1,310,285
2025-05-27,Garlic Butter,1,1,285,261
2025-05-28,Garlic Butter,2,1,261,238
2025-05-29,Garlic Butter,3,1,238,234
2025-05-30,Garlic Butter,4,1,234,227
2025-05-31,Garlic Butter,5,1,227,248
2025-06-01,Garlic Butter,6,2,248,260
2025-06-02,Garlic Butter,0,2,260,255
2025-06-03,Garlic Butter,1,2,255,267
2025-06-04,Garlic Butter,2,2,267,258
2025-06-05,Garlic Butter,3,2,258,232
2025-06-06,Garlic Butter,4,2,232,248
2025-06-07,Garlic Butter,5,2,248,240
2025-06-08,Garlic Butter,6,2,240,234
2025-06-09,Garlic Butter,0,2,234,243
2025-06-10,Garlic Butter,1,2,243,246
2025-06-11,Garlic Butter,2,2,246,242
2025-06-12,Garlic Butter,3,2,242,223
2025-06-13,Garlic Butter,4,2,223,232
2025-06-14,Garlic Butter,5,2,232,224
2025-06-15,Garlic Butter,6,2,224,261
2025-06-16,Garlic Butter,0,2,261,257
2025-06-17,Garlic Butter,1,2,257,279
2025-06-18,Garlic Butter,2,2,279,265
2025-06-19,Garlic Butter,3,2,265,291
2025-06-20,Garlic Butter,4,2,291,307
2025-06-21,Garlic Butter,5,2,307,327
2025-06-22,Garlic Butter,6,2,327,323
2025-06-23,Garlic Butter,0,2,323,348
2025-06-24,Garlic Butter,1,2,348,324
2025-06-25,Garlic Butter,2,2,324,342
2025-06-26,Garlic Butter,3,2,342,308
2025-06-27,Garlic Butter,4,2,308,295
2025-06-28,Garlic Butter,5,2,295,323
2025-06-29,Garlic Butter,6,2,323,359
2025-06-30,Garlic Butter,0,2,359,370
2025-07-01,Garlic Butter,1,2,370,396
2025-07-02,Garlic Butter,2,2,396,391
2025-07-03,Garlic Butter,3,2,391,373
2025-07-04,Garlic Butter,4,2,373,343
2025-07-05,Garlic Butter,5,2,343,337
2025-07-06,Garlic Butter,6,2,337,335
2025-07-07,Garlic Butter,0,2,335,309
2025-07-08,Garlic Butter,1,2,309,325
2025-07-09,Garlic Butter,2,2,325,329
2025-07-10,Garlic Butter,3,2,329,350
2025-07-11,Garlic Butter,4,2,350,333
2025-07-12,Garlic Butter,5,2,333,321
2025-07-13,Garlic Butter,6,2,321,342
2025-07-14,Garlic Butter,0,2,342,309
2025-07-15,Garlic Butter,1,2,309,285
2025-07-16,Garlic Butter,2,2,285,286
2025-07-17,Garlic Butter,3,2,286,311
2025-07-18,Garlic Butter,4,2,311,280
2025-07-19,Garlic Butter,5,2,280,328
2025-07-20,Garlic Butter,6,2,328,377
2025-07-21,Garlic Butter,0,2,377,403
2025-07-22,Garlic Butter,1,2,403,429
2025-07-23,Garlic Butter,2,2,429,456
2025-07-24,Garlic Butter,3,2,456,455
2025-07-25,Garlic Butter,4,2,455,461
2025-07-26,Garlic Butter,5,2,461,517
2025-07-27,Garlic Butter,6,2,517,506
2025-07-28,Garlic Butter,0,2,506,489
2025-07-29,Garlic Butter,1,2,489,536
2025-07-30,Garlic Butter,2,2,536,488
2025-07-31,Garlic Butter,3,2,488,511
2025-08-01,Garlic Butter,4,2,511,504
2025-08-02,Garlic Butter,5,2,504,515
2025-08-03,Garlic Butter,6,2,515,498
2025-08-04,Garlic Butter,0,2,498,451
2025-08-05,Garlic Butter,1,2,451,475
2025-08-06,Garlic Butter,2,2,475,519
2025-08-07,Garlic Butter,3,2,519,561
2025-08-08,Garlic Butter,4,2,561,521
2025-08-09,Garlic Butter,5,2,521,500
2025-08-10,Garlic Butter,6,2,500,512
2025-08-11,Garlic Butter,0,2,512,475
2025-08-12,Garlic Butter,1,2,475,428
2025-08-13,Garlic Butter,2,2,428,395
2025-08-14,Garlic Butter,3,2,395,389
2025-08-15,Garlic Butter,4,2,389,394
2025-08-16,Garlic Butter,5,2,394,431
2025-08-17,Garlic Butter,6,2,431,477
2025-08-18,Garlic Butter,0,2,477,436
2025-08-19,Garlic Butter,1,2,436,477
2025-08-20,Garlic Butter,2,2,477,500
2025-08-21,Garlic Butter,3,2,500,487
2025-08-22,Garlic Butter,4,2,487,461
2025-08-23,Garlic Butter,5,2,461,482
2025-08-24,Garlic Butter,6,2,482,512
2025-08-25,Garlic Butter,0,2,512,461
2025-08-26,Garlic Butter,1,2,461,440
2025-08-27,Garlic Butter,2,2,440,457
2025-08-28,Garlic Butter,3,2,457,456
2025-08-29,Garlic Butter,4,2,456,453
2025-08-30,Garlic Butter,5,2,453,449
2025-08-31,Garlic Butter,6,2,449,518
2025-09-01,Garlic Butter,0,3,518,508
2025-09-02,Garlic Butter,1,3,508,490
2025-09-03,Garlic Butter,2,3,490,504
2025-09-04,Garlic Butter,3,3,504,469
2025-09-05,Garlic Butter,4,3,469,482
2025-09-06,Garlic Butter,5,3,482,474
2025-09-07,Garlic Butter,6,3,474,467
2025-09-08,Garlic Butter,0,3,467,503
2025-09-09,Garlic Butter,1,3,503,480
2025-09-10,Garlic Butter,2,3,480,464
2025-09-11,Garlic Butter,3,3,464,425
2025-09-12,Garlic Butter,4,3,425,432
2025-09-13,Garlic Butter,5,3,432,448
2025-09-14,Garlic Butter,6,3,448,469
2025-09-15,Garlic Butter,0,3,469,457
2025-09-16,Garlic Butter,1,3,457,447
2025-09-17,Garlic Butter,2,3,447,419
2025-09-18,Garlic Butter,3,3,419,420
2025-09-19,Garlic Butter,4,3,420,406
2025-09-20,Garlic Butter,5,3,406,437
2025-09-21,Garlic Butter,6,3,437,439
2025-09-22,Garlic Butter,0,3,439,469
2025-09-23,Garlic Butter,1,3,469,458
2025-09-24,Garlic Butter,2,3,458,457
2025-09-25,Garlic Butter,3,3,457,472
2025-09-26,Garlic Butter,4,3,472,434
2025-09-27,Garlic Butter,5,3,434,461
2025-09-28,Garlic Butter,6,3,461,481
2025-09-29,Garlic Butter,0,3,481,452
2025-09-30,Garlic Butter,1,3,452,438
2025-10-01,Garlic Butter,2,3,438,437
2025-10-02,Garlic Butter,3,3,437,461
2025-10-03,Garlic Butter,4,3,461,498
2025-10-04,Garlic Butter,5,3,498,557
2025-10-05,Garlic Butter,6,3,557,518
2025-10-06,Garlic Butter,0,3,518,499
2025-10-07,Garlic Butter,1,3,499,536
2025-10-08,Garlic Butter,2,3,536,500
2025-10-09,Garlic Butter,3,3,500,458
2025-10-10,Garlic Butter,4,3,458,419
2025-10-11,Garlic Butter,5,3,419,457
2025-10-12,Garlic Butter,6,3,457,509
2025-10-13,Garlic Butter,0,3,509,495
2025-10-14,Garlic Butter,1,3,495,447
2025-10-15,Garlic Butter,2,3,447,407
2025-10-16,Garlic Butter,3,3,407,429
2025-10-17,Garlic Butter,4,3,429,451
2025-10-18,Garlic Butter,5,3,451,467
2025-10-19,Garlic Butter,6,3,467,448
2025-10-20,Garlic Butter,0,3,448,470
2025-10-21,Garlic Butter,1,3,470,469
2025-10-22,Garlic Butter,2,3,469,490
2025-10-23,Garlic Butter,3,3,490,518
2025-10-24,Garlic Butter,4,3,518,541
2025-10-25,Garlic Butter,5,3,541,585
2025-10-26,Garlic Butter,6,3,585,653
2025-10-27,Garlic Butter,0,3,653,667
2025-10-28,Garlic Butter,1,3,667,614
2025-10-29,Garlic Butter,2,3,614,600
2025-10-30,Garlic Butter,3,3,600,643
2025-10-31,Garlic Butter,4,3,643,653
2025-11-01,Garlic Butter,5,3,653,656
2025-11-02,Garlic Butter,6,3,656,614
2025-11-03,Garlic Butter,0,3,614,566
2025-11-04,Garlic Butter,1,3,566,540
2025-11-05,Garlic Butter,2,3,540,585
2025-11-06,Garlic Butter,3,3,585,570
2025-11-07,Garlic Butter,4,3,570,567
2025-11-08,Garlic Butter,5,3,567,537
2025-11-09,Garlic Butter,6,3,537,544
2025-11-10,Garlic Butter,0,3,544,579
2025-11-11,Garlic Butter,1,3,579,578
2025-11-12,Garlic Butter,2,3,578,585
2025-11-13,Garlic Butter,3,3,585,641
2025-11-14,Garlic Butter,4,3,641,627
2025-11-15,Garlic Butter,5,3,627,694
2025-11-16,Garlic Butter,6,3,694,705
2025-11-17,Garlic Butter,0,3,705,740
2025-11-18,Garlic Butter,1,3,740,701
2025-11-19,Garlic Butter,2,3,701,663
2025-11-20,Garlic Butter,3,3,663,680
2025-11-21,Garlic Butter,4,3,680,718
2025-11-22,Garlic Butter,5,3,718,742
2025-11-23,Garlic Butter,6,3,742,738
2025-11-24,Garlic Butter,0,3,738,735
2025-11-25,Garlic Butter,1,3,735,710
2025-11-26,Garlic Butter,2,3,710,702
2025-11-27,Garlic Butter,3,3,702,713
2025-11-28,Garlic Butter,4,3,713,766
2025-11-29,Garlic Butter,5,3,766,751
2025-11-30,Garlic Butter,6,3,751,767
2025-12-01,Garlic Butter,0,0,767,851
2025-12-02,Garlic Butter,1,0,851,947
2025-12-03,Garlic Butter,2,0,947,968
2025-12-04,Garlic Butter,3,0,968,923
2025-12-05,Garlic Butter,4,0,923,1027
2025-12-06,Garlic Butter,5,0,1027,1111
2025-12-07,Garlic Butter,6,0,1111,1216
2025-12-08,Garlic Butter,0,0,1216,1308
2025-12-09,Garlic Butter,1,0,1308,1323
2025-12-10,Garlic Butter,2,0,1323,1328
2025-12-11,Garlic Butter,3,0,1328,1303
2025-12-12,Garlic Butter,4,0,1303,1362
2025-12-13,Garlic Butter,5,0,1362,1436
2025-12-14,Garlic Butter,6,0,1436,1523
2025-12-15,Garlic Butter,0,0,1523,1579
2025-12-16,Garlic Butter,1,0,1579,1744
2025-12-17,Garlic Butter,2,0,1744,1756
2025-12-18,Garlic Butter,3,0,1756,1653
2025-12-19,Garlic Butter,4,0,1653,1764
2025-12-20,Garlic Butter,5,0,1764,1659
2025-12-21,Garlic Butter,6,0,1659,1547
2025-12-22,Garlic Butter,0,0,1547,1655
2025-12-23,Garlic Butter,1,0,1655,1720
2025-12-24,Garlic Butter,2,0,1720,1727
2025-12-25,Garlic Butter,3,0,1727,1727
2025-12-26,Garlic Butter,4,0,1727,1770
2025-12-27,Garlic Butter,5,0,1770,1802
2025-12-28,Garlic Butter,6,0,1802,1909
2025-12-29,Garlic Butter,0,0,1909,1898
2025-12-30,Garlic Butter,1,0,1898,2094
2025-12-31,Garlic Butter,2,0,2094,1992
2026-01-01,Garlic Butter,3,0,1992,2154
2026-01-02,Garlic Butter,4,0,2154,2013
2026-01-03,Garlic Butter,5,0,2013,1928
2026-01-04,Garlic Butter,6,0,1928,2028
2026-01-05,Garlic Butter,0,0,2028,1894
2026-01-06,Garlic Butter,1,0,1894,2048
2026-01-07,Garlic Butter,2,0,2048,2129
2026-01-08,Garlic Butter,3,0,2129,2334
2026-01-09,Garlic Butter,4,0,2334,2392
2026-01-10,Garlic Butter,5,0,2392,2454
2026-01-11,Garlic Butter,6,0,2454,2503
2026-01-12,Garlic Butter,0,0,2503,2346
2026-01-13,Garlic Butter,1,0,2346,2465
2026-01-14,Garlic Butter,2,0,2465,2646
2026-01-15,Garlic Butter,3,0,2646,2802
2026-01-16,Garlic Butter,4,0,2802,2914
2026-01-17,Garlic Butter,5,0,2914,2857
2026-01-18,Garlic Butter,6,0,2857,2907
2026-01-19,Garlic Butter,0,0,2907,2761
2026-01-20,Garlic Butter,1,0,2761,2775
2026-01-21,Garlic Butter,2,0,2775,2793
2026-01-22,Garlic Butter,3,0,2793,2670
2026-01-23,Garlic Butter,4,0,2670,2778
2026-01-24,Garlic Butter,5,0,2778,2755
2026-01-25,Garlic Butter,6,0,2755,3023
2026-01-26,Garlic Butter,0,0,3023,2963
2026-01-27,Garlic Butter,1,0,2963,3204
2026-01-28,Garlic Butter,2,0,3204,3119
2026-01-29,Garlic Butter,3,0,3119,3224
2026-01-30,Garlic Butter,4,0,3224,2951
2026-01-31,Garlic Butter,5,0,2951,2990
2026-02-01,Garlic Butter,6,0,2990,2967
2026-02-02,Garlic Butter,0,0,2967,3155
2026-02-03,Garlic Butter,1,0,3155,3457
2026-02-04,Garlic Butter,2,0,3457,3435
2026-02-05,Garlic Butter,3,0,3435,3657
2026-02-06,Garlic Butter,4,0,3657,3622
2026-02-07,Garlic Butter,5,0,3622,3517
2026-02-08,Garlic Butter,6,0,3517,3511
2026-02-09,Garlic Butter,0,0,3511,3523
2026-02-10,Garlic Butter,1,0,3523,3525
2026-02-11,Garlic Butter,2,0,3525,3698
2026-02-12,Garlic Butter,3,0,3698,4025
2026-02-13,Garlic Butter,4,0,4025,4012
2026-02-14,Garlic Butter,5,0,4012,3687
2026-02-15,Garlic Butter,6,0,3687,3834
2026-02-16,Garlic Butter,0,0,3834,3914
2026-02-17,Garlic Butter,1,0,3914,3774
2026-02-18,Garlic Butter,2,0,3774,3657
2026-02-19,Garlic Butter,3,0,3657,3454
2026-02-20,Garlic Butter,4,0,3454,3490
2026-02-21,Garlic Butter,5,0,3490,3807
2026-02-22,Garlic Butter,6,0,3807,4208
2026-02-23,Garlic Butter,0,0,4208,4001
2026-02-24,Garlic Butter,1,0,4001,4058
2026-02-25,Garlic Butter,2,0,4058,3940
2026-02-26,Garlic Butter,3,0,3940,3730
2026-02-27,Garlic Butter,4,0,3730,3678
2026-02-28,Garlic Butter,5,0,3678,3462
2026-03-01,Garlic Butter,6,1,3462,3294
2026-03-02,Garlic Butter,0,1,3294,3616
2026-03-03,Garlic Butter,1,1,3616,3305
2026-03-04,Garlic Butter,2,1,3305,3053
2026-03-05,Garlic Butter,3,1,3053,2858
2026-03-06,Garlic Butter,4,1,2858,2818
2026-03-07,Garlic Butter,5,1,2818,3042
2026-03-08,Garlic Butter,6,1,3042,3291
2026-03-09,Garlic Butter,0,1,3291,3590
2026-03-10,Garlic Butter,1,1,3590,3889
2026-03-11,Garlic Butter,2,1,3889,3531
2026-03-12,Garlic Butter,3,1,3531,3628
2026-03-13,Garlic Butter,4,1,3628,3666
2026-03-14,Garlic Butter,5,1,3666,3548
2026-03-15,Garlic Butter,6,1,3548,3282
2025-03-16,Herb Butter,6,1,77,93
2025-03-17,Herb Butter,0,1,93,85
2025-03-18,Herb Butter,1,1,85,89
2025-03-19,Herb Butter,2,1,89,92
2025-03-20,Herb Butter,3,1,92,100
2025-03-21,Herb Butter,4,1,100,103
2025-03-22,Herb Butter,5,1,103,133
2025-03-23,Herb Butter,6,1,133,156
2025-03-24,Herb Butter,0,1,156,140
2025-03-25,Herb Butter,1,1,140,151
2025-03-26,Herb Butter,2,1,151,152
2025-03-27,Herb Butter,3,1,152,159
2025-03-28,Herb Butter,4,1,159,155
2025-03-29,Herb Butter,5,1,155,189
2025-03-30,Herb Butter,6,1,189,221
2025-03-31,Herb Butter,0,1,221,205
2025-04-01,Herb Butter,1,1,205,186
2025-04-02,Herb Butter,2,1,186,181
2025-04-03,Herb Butter,3,1,181,173
2025-04-04,Herb Butter,4,1,173,163
2025-04-05,Herb Butter,5,1,163,191
2025-04-06,Herb Butter,6,1,191,226
2025-04-07,Herb Butter,0,1,226,239
2025-04-08,Herb Butter,1,1,239,225
2025-04-09,Herb Butter,2,1,225,210
2025-04-10,Herb Butter,3,1,210,225
2025-04-11,Herb Butter,4,1,225,209
2025-04-12,Herb Butter,5,1,209,229
2025-04-13,Herb Butter,6,1,229,260
2025-04-14,Herb Butter,0,1,260,263
2025-04-15,Herb Butter,1,1,263,241
2025-04-16,Herb Butter,2,1,241,231
2025-04-17,Herb Butter,3,1,231,225
2025-04-18,Herb Butter,4,1,225,207
2025-04-19,Herb Butter,5,1,207,199
2025-04-20,Herb Butter,6,1,199,209
2025-04-21,Herb Butter,0,1,209,189
2025-04-22,Herb Butter,1,1,189,206
2025-04-23,Herb Butter,2,1,206,196
2025-04-24,Herb Butter,3,1,196,180
2025-04-25,Herb Butter,4,1,180,193
2025-04-26,Herb Butter,5,1,193,216
2025-04-27,Herb Butter,6,1,216,228
2025-04-28,Herb Butter,0,1,228,235
2025-04-29,Herb Butter,1,1,235,257
2025-04-30,Herb Butter,2,1,257,277
2025-05-01,Herb Butter,3,1,277,250
2025-05-02,Herb Butter,4,1,250,257
2025-05-03,Herb Butter,5,1,257,264
2025-05-04,Herb Butter,6,1,264,275
2025-05-05,Herb Butter,0,1,275,249
2025-05-06,Herb Butter,1,1,249,267
2025-05-07,Herb Butter,2,1,267,241
2025-05-08,Herb Butter,3,1,241,250
2025-05-09,Herb Butter,4,1,250,237
2025-05-10,Herb Butter,5,1,237,288
2025-05-11,Herb Butter,6,1,288,308
2025-05-12,Herb Butter,0,1,308,284
2025-05-13,Herb Butter,1,1,284,284
2025-05-14,Herb Butter,2,1,284,302
2025-05-15,Herb Butter,3,1,302,297
2025-05-16,Herb Butter,4,1,297,270
2025-05-17,Herb Butter,5,1,270,269
2025-05-18,Herb Butter,6,1,269,302
2025-05-19,Herb Butter,0,1,302,307
2025-05-20,Herb Butter,1,1,307,281
2025-05-21,Herb Butter,2,1,281,303
2025-05-22,Herb Butter,3,1,303,303
2025-05-23,Herb Butter,4,1,303,295
2025-05-24,Herb Butter,5,1,295,333
2025-05-25,Herb Butter,6,1,333,376
2025-05-26,Herb Butter,0,1,376,399
